line_no,en,vi,tr,es
4721,Radar’s right.,Radar nói đúng.,Radar haklı.,Radar tiene razón.
4722,She’s coming back here for graduation day.”,Cậu ấy sẽ quay lại vào ngày lễ tốt nghiệp.”,Mezuniyet günü için buraya geri dönecek.,Volverá para la graduación.
4723,“Why?”,“Tại sao?”,“Neden?,—¿Por qué?
4724,“The timing is perfect.,“Thời điểm hoàn hảo.,“Zamanlama mükemmel.,—Está perfectamente cronometrado.
4725,To drive from Orlando to New York to the mountains to Chicago to Los Angeles back to Orlando is like exactly a twenty-three-day trip.,Lái xe từ Orlando đến New York đến rặng núi đến Chicago đến Los Angeles rồi quay về Orlando là một chuyến đi chính xác hai mươi ba ngày.,"Orlando’dan New York’a, dağlara, Şikago’ya, Los Angeles’a, tekrar Orlando’ya arabayla gitmek tam olarak yirmi üç günlük bir yolculuk.","Ir en coche desde Orlando a Nueva York, a las montañas de Chicago, a Los Ángeles y volver a Orlando son exactamente veintitrés días."
4726,"Plus, it’s a totally retarded joke, but it’s a Margo joke.","Thêm nữa, trò này thâm thật, nhưng đó là kiểu của Margo.",Bu gerçekten özürlü bir şaka ama bir Margo şakası.,"Además, es una broma de anormal, pero es cosa de Margo."
4727,You make everyone think you offed yourself.,Khiến mọi người tin rằng mình đã tiêu rồi.,Herkes ilgi göstersin diye kendini bir gizem havasıyla çevrele.,Haces que todo el mundo piense que te has quitado de en medio.
4728,Surround yourself with an air of mystery so that everyone pays attention.,"Giăng một màn khói bí ẩn, giấu mình trong đó để ai cũng phải chú ý.",Herkes ilgi göstersin diye kendini bir gizem havasıyla çevrele.,Te rodeas de un halo de misterio para que todos te presten atención.
4729,"And then right as all the attention starts to go away, you show up at graduation.”","Và rồi khi sự chú ý bắt đầu nhạt đi, thì đột ngột lộ diện ở lễ tốt nghiệp.”","Sonra tam bütün ilgi dağılmaya başlarken, mezuniyette ortaya çık.","Y justo cuando empieza a esfumarse el interés, apareces en la graduación."
4730,"“No,” I said.","“Không,” tôi nói. “Không thể nào.”","“Hayır,” dedim. “Mümkün değil.”",—No —le dije—. Imposible.
4731,“No way.” I knew Margo better than that by now.,Bây giờ tôi đã hiểu Margo rõ hơn.,Şimdiye kadar Margo’yu bundan daha iyi tanımıştım.,Ya conocía mejor a Margo.
4734,But Margo didn’t play life for laughs.,Nhưng Margo không đùa với sinh mạng để mua vui.,Ama Margo eğlence olsun diye hayatla oynamazdı.,"Sí que creía que le gustaba llamar la atención, pero Margo no se tomaba la vida a risa."
4735,She didn’t get off on mere trickery.,Cô ấy không bỏ đi chỉ để chơi khăm như vậy.,Salt düzenbazlıktan zevk almazdı.,No se había quitado de en medio para engañarnos.
4736,"“I’m telling you, bro.","“Này bồ, tôi đang nói với ông đấy.","“Sana söylüyorum, kardeşim.","—Te lo digo, colega."
4737,Look for her at graduation.,Hãy tìm Margo ở lễ tốt nghiệp ấy.,Mezuniyette onu ara.,Búscala en la graduación.
4738,She’s gonna be there.”,Cậu ấy sẽ xuất hiện cho coi.” Tôi chỉ lắc đầu.,Orada olacak.”,Allí estará.
4739,I just shook my head.,Cậu ấy sẽ xuất hiện cho coi.” Tôi chỉ lắc đầu.,Sadece başımı salladım.,Negué con la cabeza.
4740,"Since everyone had the same lunch period, the cafeteria was beyond packed, so we exercised our rights as seniors and drove to Wendy’s.","Mọi người ăn trưa cùng một thời gian nên căng-tin đông như nêm, bọn tôi bèn thực hành quyền của học sinh năm cuối và lái xe đến tiệm kem Wendy’s.","Herkesin öğle arası aynı olduğu için, kafeterya tıka basa dolu olmanın da ötesindeydi, bu yüzden son sınıflar olarak hakkımızı kullanıp arabayla Wendy’s’e gittik.","Como todo el mundo tenía la misma hora para comer, la cafetería estaba hasta los topes, así que ejercimos nuestro derecho como alumnos de último curso y fuimos en coche al Wendy’s."
4741,"I tried to stay focused on my coming calc exam, but I was starting to feel like maybe there was more string to the story.","Cố gắng tập trung vào bài thi giải tích sắp tới, nhưng tôi bắt đầu cảm thấy hình như câu chuyện còn cần thêm dây nối.",Yaklaşan matematik sınavıma odaklanmaya çalıştım ama hikâyede daha fazla ip varmış gibi hissetmeye başlamıştım.,"Intenté centrarme en el examen de cálculo, pero empecé a sentir que la historia tenía más hilos."
4742,"If Ben was right about the twenty-three-day trip, that was very interesting, indeed.","Nếu Ben đúng về chặng đường hai mươi ba ngày, điều đó quả cũng rất thú vị.","Eğer Ben yirmi üç günlük gezide haklıysa, bu gerçekten çok ilginçti.","Si Ben tenía razón en lo de los veintitrés días de viaje, el dato era sin duda interesante."
4743,"Maybe that’s what she’d been planning in her black notebook, a long and lonesome road trip.","Có thể đó là những gì Margo đã lập kế hoạch trong cuốn sổ màu đen, một hành trình bằng ô-tô, dài và đơn độc.","Belki siyah defterinde planladığı şey buydu, uzun ve yapayalnız çıkılacak bir gezi.","Quizá era lo que había planificado en su libreta negra, un largo y solitario viaje por carretera."
4744,"It didn’t explain everything, but it did fit with Margo as a planner.","Điều đó không giải thích được tất cả, nhưng hợp với một Margo thích lập kế hoạch.",Her şeyi açıklamıyordu ama bir plancı olarak Margo’ya uyuyordu.,"No lo explicaba todo, pero encajaba con el talante planificador de Margo."
4745,Not that this brought me closer to her.,Như thế không có nghĩa là điều đó nhích tôi đến gần cô ấy hơn.,Bu beni ona daha çok yaklaştırmıyordu tabii.,Y tampoco me acercaba a ella.
4746,"As hard as it is to pinpoint a dot inside a ripped segment of a map, it only becomes harder when the dot is moving.","Xác định một chấm trong mảnh bản đồ rách đã khó, khi cái chấm di chuyển thì còn khó hơn.",Yırtılmış bir haritada bir noktayı saptamak zordur; üstüne üstlük bu nokta bir de hareket ediyorsa saptamak daha da zorlaşır.,Bastante difícil era ya localizar un punto en un trozo de mapa arrugado para que encima el punto se moviera.
4747,"After a long day of finals, returning to the comfortable impenetrability of “Song of Myself” was almost a relief.","Sau một ngày dài toàn thi cử, trở về với sự bất khả xâm phạm dễ chịu của “Tự khúc” gần như là một giải tỏa nhẹ nhõm.","Uzun bir sınav gününden sonra, Kendi Şarkım’m huzurlu anlaşılmazlığına dönmek neredeyse rahatlatıcıydı.","Después de un largo día de exámenes finales, volver al cómodo hermetismo del «Canto de mí mismo» era casi un alivio."
4748,"I had reached a weird part of the poem—after all this time listening and hearing people, and then traveling alongside them, Whitman stops hearing and he stops visiting, and he starts to become other people.","Tôi đọc đến một đoạn rất lạ của bài thơ–sau tất cả thời gian nghe và lắng nghe con người, rồi phiêu du cùng họ, Whitman không nghe nữa và không phiêu du nữa, ông bắt đầu trở thành những người khác.","Şiirin tuhaf bir bölümüne ulaşmıştım... İnsanları duymak, dinlemek ve yanlarında gezinmekle geçen bunca zamandan sonra, Whitman duymayı ve ziyaret etmeyi bırakıyor ve diğer insanlar olmaya başlıyor.","Había llegado a una parte rara del poema. Después de haber estado escuchando y oyendo a la gente, y viajando con ella, Whitman deja de escuchar y de viajar y empieza a convertirse en otras personas."
4749,"Like, actually inhabit them.",Như thể thực sự ở trong họ.,Aslında içlerinde yaşıyormuş gibi.,Como si habitara en ellas.
4750,He tells the story of a ship’s captain who saved everyone on his boat except himself.,"Ông kể chuyện vị thuyền trưởng một con tàu đã cứu được tất cả mọi người trên tàu, trừ chính ông ta.",Kendisi hariç gemisindeki herkesi kurtaran bir kaptanın hikâyesini anlatıyor.,Cuenta la historia de un capitán de barco que salvó a todo el mundo menos a sí mismo.
4751,"The poet can tell the story, he argues, because he has become the captain.",Whitman nói rằng thi sĩ kể được câu chuyện vì ông đã trở thành vị thuyền trưởng đó.,Şair hikâyeyi anlatabildiğim çünkü kaptan olduğunu söylüyor.,El poeta dice que puede contar esa historia porque se ha convertido en el capitán.
4752,"As he writes, “I am the man . . . . I suffered . . . . I was there.”","Khi ông viết, “Ta là người đàn ông ấy... Ta chịu đựng...","“Ben o adamım... Acı çektim... Oradaydım,” diye yazıyor.","Y escribe: «Yo soy el hombre, yo padecí, yo estaba allí»."
4753,"A few lines later, it becomes even more clear that Whitman no longer needs to listen to become another: “I do not ask the wounded person how he feels . . . . I myself become the wounded person.”","Ta đã ở đó.” Mấy dòng sau, càng rõ ràng là Whitman không cần phải lắng nghe để trở thành người khác nữa: “Ta không hỏi người mang vết thương rằng anh có thấy đau không... Chính ta trở thành người mang vết thương.”","Birkaç dize sonra, Whitman’ın başkaları olmak için artık dinlemeye ihtiyaç duymadığı daha da netleşiyor: “Yaralı kişiye nasıl hissettiğini sormam... Ben, kendim o yaralı insan olurum.","Unos versos después queda todavía más claro que Whitman ya no necesita escuchar para convertirse en otra persona: «No pregunto al herido cómo se siente, soy el herido»."
4754,"I put the book down and lay on my side, staring out the window that had always been between us.","Tôi đặt cuốn sách xuống và nằm nghiêng, nhìn ra ô cửa sổ đã luôn ở giữa tôi và cô ấy.",Kitabı kenara koyup hep aramızda olan pencereden dışarı bakarak yan dönüyorum.,"Dejé el libro y me tumbé de lado, mirando por la ventana que siempre había estado entre nosotros."
4755,It is not enough just to see her or hear her.,Chỉ nhìn hoặc nghe thấy cô ấy là không đủ.,Onu yalnızca görmek ya da duymak yeterli değil.,No basta con verla o escucharla.
4756,"To find Margo Roth Spiegelman, you must become Margo Roth Spiegelman.","Để tìm được Margo Roth Spiegelman, ta phải trở thành Margo Roth Spiegelman.",Margo Roth Spiegelman’ı bulmak için Margo Roth Spiegelman olmalısınız.,Para encontrar a Margo Roth Spiegelman tienes que convertirte en Margo Roth Spiegelman.
4757,And I had done many of the things she might have done: I had engineered a most unlikely prom coupling.,Tôi đã làm nhiều điều cô ấy có thể đã làm: Tôi đã chế ra một đôi ít có khả năng đi dạ tiệc cùng nhau nhất.,Ve onun yapmış olabileceklerinin birçoğunu yapmıştım: Birlikteliği imkânsız bir balo çifti ayarlamıştım.,Y había hecho muchas de las cosas que quizá ella había hecho. Había conseguido unir a la pareja más inverosímil del baile.
4758,I had quieted the hounds of caste warfare.,Tôi đã dẹp yên bầy chó săn của cuộc chiến đẳng cấp.,Sosyal sınıf savaşının köpeklerini susturmuştum.,Había acallado a los perros de la guerra de castas.
4759,I had come to feel comfortable inside the rat-infested haunted house where she did her best thinking.,"Tôi đã tự nhiên thoải mái ở trong căn nhà ma nơi bọn chuột là bá chủ, nơi cô ấy đã suy tư nhiều nhất.","Düşünme eylemim en iyi yaptığı yer olan farelerin istila ettiği, perili evde rahat hissetmeyi başarmıştım.",Había conseguido sentirme cómodo en la casa encantada y llena de ratas en la que Margo lo había planificado todo.
4760,I had seen.,Tôi đã thấy.,Görmüştüm.,Había visto.
4761,I had listened.,Tôi đã lắng nghe.,Dinlemiştim.,Había escuchado.
4762,But I could not yet become the wounded person.,Nhưng tôi chưa thể trở thành người mang vết thương.,Ama henüz o yaralı insan olamamıştım.,Pero todavía no podía convertirme en la persona herida.
4763,I limped through my physics and government finals the next day and then stayed up till 2 A. M. on Tuesday finishing my final reaction paper for English about Moby Dick.,"Ngày hôm sau, tôi lờ đờ suốt bài thi vật lí và môn nhà nước và chính quyền, rồi thứ Ba thức đến 2 giờ sáng hoàn thành bài luận cuối cùng môn Quốc ngữ, về Moby Dick.","Ertesi gün, ağır aksak fizik ve siyaset sınavlarımı geçtim ve sonra edebiyattan Moby Dick’le ilgili final ödevimi bitirmek için sah günü sabah ikiye kadar uyumadım.","Al día siguiente hice como pude los exámenes de física y política, y el martes me quedé hasta las dos de la madrugada terminando el trabajo de fin de curso de literatura sobre Moby Dick."
4764,"Ahab was a hero, I decided.","Ahab là anh hùng, tôi đã quyết định như vậy.",Ahab’ın bir kahraman olduğuna karar verdim.,Decidí que Ahab era un héroe.
4765,I had no particular reason for having decided this—particularly given that I hadn’t read the book—but I decided it and reacted thusly.,Không có lí do gì đặc biệt cho quyết định đó–đặc biệt trong hoàn cảnh tôi chưa đọc cuốn sách–nhưng tôi đã quyết định vậy và cứ thế viết nốt thôi.,Buna karar vermek için özel bir nedenim yoktuözellikle de kitabı okumadığım düşünülürseama buna karar verdim ve öyle tepki gösterdim.,"No tenía especiales motivos para tomar esa decisión —sobre todo teniendo en cuenta que no había leído el libro—, pero lo decidí y actué en consecuencia."
4766,The abbreviated exam week meant that Wednesday was the last day of school for us.,Tuần thi được rút gọn đồng nghĩa rằng thứ Tư là ngày cuối của chúng tôi ở trường.,"Kısaltılmış sınav haftası, çarşambanın bizim için okulun son günü olduğu anlamına geliyordu.",La reducida semana de exámenes implicaba que el miércoles fuera nuestro último día de clase.
