line_no,en,vi,tr,es
7723,It's as if she has shrunk.,Trông như cô đã thu nhỏ lại.,Büzülmüş gibi sanki.,Es como si se hubiera encogido.
7724,Then when she's nearer still I see what it is.,Rồi khi tới gần hơn tôi hiểu đó là gì.,"Sonra, iyice yakına geldiğinde, ne olduğunu anlıyorum.",Cuando la tengo más cerca me doy cuenta.
7725,She isn't Ofglen.,Cô ta không phải Ofglcn.,Gleninki değil bu.,No es Deglen.
7726,"She's the same height, but thinner, and her face is beige, not pink.","Cô ta cũng cao bằng, nhung gầy hon, và mặt cô vàng hơn, không hồng hào.",Aynı boyda ama daha zayıf ve yüzü de pembe değil de saz rengi.,"Tiene la misma estatura, pero es más delgada, y su cara es beige en lugar de rosada."
7727,"She comes up to me, stops.","Cô ta đến chỗ tôi, dừng lại.",Bana doğru gelip duruyor.,Se acerca a mí y se detiene.
7728,"""Blessed be the fruit,"" she says.","“Chúc phúc cho hoa trái,” cô nói.","“Tanrı meyvayı kutsasın,” diyor.",—Bendito sea el fruto —me saluda.
7729,"Straight-faced, straight-laced.",Nghiêm nghị và chính đính.,"Yüzü-duvar, danteli-dik.",Imperturbable. Mojigata.
7730,"""May the Lord open,"" I reply.","“Cầu Người ban xuất sanh,” tôi đáp.","“Tanrı yolunu açsın,” diye yanıtlıyorum.",—Y que el Señor permita que se abra —contesto.
7731,I try not to show surprise.,Tôi cô không tỏ ra ngạc nhiên.,Şaşkınlık göstermeye çalışıyorum.,Intento no revelar mi asombro.
7732,"""You must be Offred,"" she says.","“Chắc cô là Offred,” cô nói.","“Fredinki olmalısınız,” diyor.",—Tú debes de ser Defred —me dice.
7733,"I say yes, and we begin our walk.","Tôi nói phải, và chúng tôi bắt đầu đi.","Evet, diyorum ve yürümeye başlıyoruz.",Respondo que sí y empezamos a caminar.
7734,"Now what, I think.","Giờ sao đây, tôi nghĩ.","Ne olacak şimdi, diye düşünüyorum.","¿Y ahora?, pienso."
7735,"My head is churning, this is not good news, what has become of her, how do I find out without showing too much concern?","Đầu tôi quay cuồng, chẳng phải điềm lành, cô đã ra sao, làm sao biết dipc085 mà không tỏ ra bận tâm quá đáng?","Başım dönüyor. İyi haber değil bu, ne oldu ona acaba, çok ilgili görünmeden nasıl öğrenirim ki?","La cabeza me da vueltas, esto no significa nada bueno, ¿qué habrá sido de ella, cómo averiguarlo sin que se note demasiado mi preocupación?"
7736,"We aren't supposed to form friendships, loyalties, among one another.","Ngưài ta không mong đợi chúng tôi kết tình hữu ái, lòng trung thành.","Birbirimizle dostluk, bağlılık kurmamamız gerekiyor.",No podemos crear amistades ni lealtades entre nosotras.
7737,I try to remember how much time Ofglen has to go at her present posting.,Tôi cô nhớ xem Ofglen còn bao lâu mới hết nhiệm kỳ hiện tại.,Gleninki'nin şimdiki görevinde daha ne kadar kalması gerektiğini anımsamaya çalışıyorum.,Intento recordar cuánto tiempo tenía que pasar Deglen en su actual destacamento.
7738,"""We've been sent good weather,"" I say.","“Chúng ta đã được ban thời tiết đẹp,” tôi nói.","“Tanrı güzel bir hava göndermiş bize,” diyorum.",—Tenemos muy buen tiempo —comento.
7739,"""Which I receive with joy.""","“Kiến tôi xiết bao cảm tạ.” Giọng nói bình thản, đều đều, nút kín.",“Mutlulukla karşılıyorum.”,"—Lo que me llena de gozo —es una voz plácida, monótona, inexpresiva."
7740,"The voice placid, flat, unrevealing.","“Kiến tôi xiết bao cảm tạ.” Giọng nói bình thản, đều đều, nút kín.","Sesi uysal, düz, açığa-vurmaz.","—Lo que me llena de gozo —es una voz plácida, monótona, inexpresiva."
7741,We pass the first checkpoint without saying anything further.,Chúng tôi qua chốt thứ nhất mà không nói gì thêm.,Daha başka bir şey söylemeden ilk kontrol noktasını geçiyoruz.,Pasamos por el primer puesto de control sin decir nada más.
7742,"She's taciturn, but so am I.","Cô ta kiệm lời, nhưng tôi cũng thế.","Suskun duruyor, ama ben de öyleyim.","Ella se muestra taciturna, pero yo también."
7743,"Is she waiting for me to start something, reveal myself, or is she a believer, engrossed in inner meditation?","Liệu có phải cô chờ tôi khởi đầu, lộ mặt, hay cô là một tín đồ, đắm chìm trong khấn nguyện?","Bir şeyler başlatmam için beni mi bekliyor, kendimi açığa vurmamı, yoksa inanan biri mi, iç tefekküre dalmış biri?","¿Está esperando que yo empiece a hablar, que me descubra, o es una creyente que está absorta en la meditación?"
7744,"""Has Ofglen been transferred, so soon?""","“Ofglen đã chuyển đi rồi ư, sớm vậy?” tôi hỏi.","“Gleninki bu denli çabuk mu transfer edildi?” diye soruyorum, öyle olmadığını bile bile.",—¿Deglen ha sido trasladada?
7747,I saw her only this morning.,Tôi vừa gặp cô sáng này.,Daha bu sabah gördüm onu.,La vi esta mañana.
7748,She would have said.,Nêu có cô đã nói.,"Öyle olsa, söylerdi.",Me lo habría dicho.
7749,"""I am Ofglen,"" the woman says.","“Tôi là Ofglen,” người kia nói.","“Gleninki benim,” diyor kadın.",—Yo soy Deglen —responde la mujer.
7750,Word perfect.,Chuẩn đến từng chữ.,İfade kusursuz.,Lo sé perfectamente.
7751,"And of course she is, the new one, and Ofglen, wherever she is, is no longer Ofglen.","Và tất nhiên, đó là tên cô, còn Ofglen, dù đang ở đâu, không còn là Olglen nữa.","Hem kuşkusuz haklı, yenisi, Gleninki, her neredeyse, artık Gleninki değil.","Por supuesto que lo es, es la nueva; y Deglen, esté donde esté, ya no es Deglen."
7752,I never did know her real name.,Tôi chưa bao giờ biết tên thật của cô.,Gerçek adını hiç öğrenmemiştim.,Nunca supe su verdadero nombre.
7753,"That is how you can get lost, in a sea of names.","Người ta có thể mất tích như vậy đấy, giữa một biển tên.","İşte böyle kayboluverirsiniz, adlar denizinde.",Así es como puedes perderte en un mar de nombres.
7754,"It wouldn't be easy to find her, now.",Chẳng còn dễ tìm được cô nữa.,Onu bulmak hiç de kolay değil şimdi.,Ahora no sería fácil encontrarla.
7755,"We go to Milk and Honey, and to All Flesh, where I buy chicken and the new Ofglen gets three pounds of hamburger.","Chúng tôi đến Sữa và mật, rồi Xương thịt, tôi mua gà và cô Ofglen mới lấy thịt băm viên, một cân rưỡi, vẫn những hàng dài như mọi lần.","Süt ve Bal'a ve Bilumum Etleri uğruyoruz, ben tavuk, yeni Gleninki de bir buçuk kilo hamburger alıyor.","Vamos a Leche y Miel, y a Todo Carne, donde yo compro un pollo y la nueva Deglen coge un kilo de hamburguesas."
7757,"I see several women I recognize, exchange with them the infinitesimal nods with which we show each otherwe are known, at least to someone, we still exist.","Tôi gặp vài người quen biết, trao đổi cái gật đầu tối giản ra dấu cho nhau mình vẫn được biết đến, ít nhất với một hai người, mình còn tồn tại.","Tanıdığım birkaç kadını görüyorum, son kerte belirsiz hareketlerle başlarımızı sallıyoruz karşılıklı, birbirimize tanındığımızı, en azından birilerince, hâlâ varolduğumuzu gösteriyoruz böylece.","Veo a varias mujeres que reconozco e intercambio con ellas los infinitesimales movimientos de cabeza con los que mutuamente nos demostramos que somos conocidas, al menos para alguien, que aún existimos."
7758,"Outside All Flesh I say to the new Ofglen, ""We should go to the Wall.""","Ra khỏi Xương thịt tôi nói với Ofglen mói, “Chúng ta nên qua Bức tường.”","Bilumum Etler’in dışında, yeni Gleninki'ye, “Duvar’a gitmeliyiz,” diyorum.","Cuando salimos de Todo Carne, le digo a la nueva Deglen:"
7759,"I don't know what I expect from this; some way of testing her reaction, perhaps.","Tôi không biết mình nói vậy làm gì; một lối thử phản ứng của cô, có lẽ.","Bundan ne beklediğimi bilmiyorum; olası, tepkisini ölçmenin bir yolu.",—Deberíamos ir al Muro —no sé qué pretendo con esto; tal vez encontrar la manera de poner a prueba su reacción.
7760,I need to know whether or not she is one of us.,Tôi cần biết cô có đồng hội hay không.,Onun bizden biri olup olmadığını öğrenme gereksinimi duyuyorum.,Necesito saber si es o no una de las nuestras.
7761,"If she is, if I can establish that, perhaps she'll be able to tell me what has really happened to Ofglen.","Nếu có, nêu tôi xác minh được, có lẽ cô ta có thể cho tôi biết thực sự Ofglen có chuyện gì.","Öyleyse ve ben bunu belirleyebilirsem, Gleninki'ye gerçekte ne olduğunu anlatabilir bana belki.","Si lo es, si puedo comprobarlo, quizá ella pueda decirme qué le ha ocurrido realmente a Deglen."
7762,"""As you like,"" she says.","“Tùy cô,” cô ta nói.","“Nasıl isterseniz,” diyor.",—Como quieras —acepta.
7763,"Is that indifference, or caution?","Đấy là hững hờ, hay thận trọng?","Kayıtsızlık mı bu, yoksa temkinlilik mi?",¿Es indiferencia o cautela?
7764,"On the Wall hang the three women from this morning, still in their dresses, still in their shoes, still with the white bags over their heads.","Trên Bức tường bêu ba người đàn bà sáng nay, vẫn quần áo đó, vẫn giày, vẫn túi trắng trùm đầu.","Duvar’da bu sabahki üç kadın asılı, hâlâ elbiseleriyle, ayakkabılarıma hâlâ ve hâlâ beyaz torbalar başlarına geçirilmiş halde.","En el Muro están colgadas las tres mujeres de esta mañana, con los vestidos todavía puestos y las bolsas blancas en sus cabezas."
7765,Their arms have been untied and are stiff and proper at their sides.,"Tay họ đã cởi trói, buông cứng nhắc và đoan chính bên thân.","Kolları çözülmüş, kazık gibi ve düzgün sarkıyor iki yanlarında.","Les han desatado los brazos, que ahora cuelgan rígidamente a los costados del cuerpo."
7766,"The blue one is in the middle, the two red ones on either side, though the colors are no longer as bright; they seem to have faded, grown dingy, like dead butterflies or tropical fish drying on land.","Màu lam ở giữa, màu đỏ hai bên, dù không còn tươi nữa; hình như họ đã ngả màu, xỉn đi, như bướm chết, hay loài cá nhiệt đới khô kiệt trên cạn.","Mavili ortada, kırmızı ikili de sağında ve solunda, gerçi renkler o denli parlak değil artık; solmuş, donuklaşmış görünüyorlar, ölmüş kelebekler ya da toprağın üstünde kuruyan tropik balıklar gibi.","La de azul está en el medio y las dos de rojo a los lados, pero los colores ya no son tan brillantes; parecen haberse desteñido, deslustrado, como las mariposas muertas o como un pez tropical que empieza a secarse sobre la arena."
7767,The gloss is off them.,Ánh bóng bẩy đã mất.,Yaldızları dökülmüş.,Han perdido el brillo.
7768,We stand and look at them in silence.,Chúng tôi đứng nhìn lặng yên.,Durup sessizce seyrediyoruz onları.,Las observamos en silencio.
7769,"""Let that be a reminder to us,"" says the new Ofglen finally.","“Chúng ta hãy nhìn đó mà nhớ,” rốt cuộc cô Ofglen mới nói.","“İbret olsun bize,” diyor yeni Gleninki sonunda.",—Que esto nos sirva de advertencia —sentencia finalmente la nueva Deglen.
7770,"I say nothing at first, because I am trying to make out what she means.","Ban đầu tôi không đáp, bởi chưa luận ra cô muốn nói gì.",Başta hiçbir şey söylemiyorum; çünkü ne demek istediğini anlamaya çalışıyorum.,Al principio no digo nada porque intento descifrar lo que quiere decir.
7771,She could mean that this is a reminder to us of the unjust-ness and brutality of the regime.,Có thể nghĩa là nhớ lấy sự bất công và tàn khốc của chính thể này.,"Bizim için, bu rejimin adaletsizliğinin ve vahşetinin bir ibreti olduğunu söylemek istemiş olabilir.",Podría querer decir que es una advertencia de la injusticia y la brutalidad del régimen.
7772,In that case I ought to say yes.,Nêu vậy tôi nên nói phải.,"Bu durumda, evet, demek gerek.",En ese caso tendría que responderle sí.
7773,"Or she could mean the opposite, that we should remember to do what we are told and not get into trouble, because if we do we will be rightfully punished.","Hoặc có thổ là ngược lại, cô nói chúng tôi cần nhớ tuân thủ điều răn bảo và không rước lấy phiền hà, bằng không sẽ bị trừng trị thích đáng.","Diğer yandan tersini kastetmiş de olabilir; yani, bize söylenenleri hatırlayıp başımızı belaya sokmamamız gerektiğini, çünkü böyle yaparsak haklı olarak cezalandırılacağımızı.","O podría querer decir lo contrario, que debemos hacer lo que nos dicen y no meternos en problemas, porque de no ser así, recibiremos el justo castigo."
7774,"If she means that, I should say praise be.","Nêu ý cô thế, tôi cần nói sáng danh.","Bunu kastediyorsa, söylemem gereken şey, şükürler olsun.","Si ella quiere decir esto, debería responderle alabado sea."
7775,"Her voice was bland, toneless, no clues there.","Giọng cô trơn tuột, không âm sắc, không manh mối.","Sesi yumuşak ve tonsuz, hiç ipucu yok.","Pero su voz fue suave, inexpresiva, no me proporcionó ninguna pista."
7776,I take a chance.,"Tôi đánh liều. “Phải,” tôi nói.",Şansımı deniyorum.,Corro el riesgo y le respondo:
7777,"""Yes,"" I say.","Tôi đánh liều. “Phải,” tôi nói.","“Evet,” diyorum.",—Sí.
7778,"To this she does not respond, although I sense a flicker of white at the edge of my vision, as if she's looked quickly at me.","Không có lời đáp lại, dù tôi nhận thấy ánh trắng rung rinh trong khóe mắt, như là cô liếc nhanh sang.","Buna tepki vermiyor, ancak gözümün kenarında beyaz bir titreşim hisseder gibi oluyorum, sanki çabucak bana bakmış gibi.","No me contesta, pero percibo un destello blanco, como si ella se hubiera girado rápidamente para mirarme."
