line_no,Ent,en,vi,tr,es
3296,,"Even when the East excited me most, even when I was most keenly aware of its superiority to the bored, sprawling, swollen towns beyond the Ohio, with their interminable inquisitions which spared only the children and the very old—even then it had always for me a quality of distortion.","Ngay cả khi miền Đông Mỹ làm cho tôi thích thú nhất, ngay cả khi tôi sắp sửa thấm thía nhận ra cái tính ưu việt của nó so với những thành phố buồn tẻ nằm ươn dài phình to ở phía bên kia con sông Ohio, với những cuộc điều tra thẩm phán kéo dài vô cùng tận chỉ chừa trẻ con và những người già, ngay cả lúc đó nó vẫn làm tôi thấy nó méo mó.","Beni en çok heyecanlandırdığı günlerde bile; yalnız küçük çocuklar ve yaşlılardan esirgenen o bitmek bilmez sorgu sualleriyle, sıkıcı, genişleyen ve yayılan Ohio’nun ötesindeki o kentlere kıyasla üstünlüğünün apaçık farkında olduğum zamanlarda bile Doğunun yine de gözümde hep bir çarpıklığı olmuştur.","Incluso cuando el Este me impresionaba más, incluso cuando era más consciente de su superioridad sobre las aburridas, desangeladas y abotargadas ciudades de más allá de Ohio, con su inquisitivo e inacabable fisgoneo del que sólo se libran los niños y los muy ancianos, incluso entonces tenía para mí el Este una nota de distorsión."
3297,,"West Egg, especially, still figures in my more fantastic dreams.",Đặc biệt là West Egg vẫn còn xuất hiện trong những giấc mơ quái dị của tôi.,Özellikle de en akıl almaz rüyalarımı süsleyen West Egg’in.,"West Egg, especialmente, sigue apareciendo en mis sueños más fantásticos."
3298,,"I see it as a night scene by El Greco: a hundred houses, at once conventional and grotesque, crouching under a sullen, overhanging sky and a lustreless moon.","Tôi thấy nó giống như cảnh một buổi tối ở trong bức tranh của danh họa El Greco: hàng trăm những căn nhà, lẫn lộn vừa cổ truyền vừa lố bịch kỳ cục, núp mình dưới bầu trời u ám nặng trĩu buồn bã và một vầng trăng mờ đục.","Burayı basık, somurtkan bir gökyüzünün ve ışıltısız donuk bir ayın altında çömelmiş, hem geleneksel, hem de grotesk yüz adet eviyle, El Greco’nun resmettiği bir gece manzarasına benzetirim.","Lo veo como una escena nocturna pintada por el Greco: un centenar de casas, a la vez convencionales y grotescas, encogidas bajo un cielo hosco y agobiante y una luna sin lustre."
3299,,In the foreground four solemn men in dress suits are walking along the sidewalk with a stretcher on which lies a drunken woman in a white evening dress.,"Tiền cảnh chính của bức tranh là bốn người đàn ông đầy trang nghiêm ăn mặc com-lê đang đi bộ dọc theo hè đường, khiêng một một cái cáng bên trên đặt một phụ nữ trong chiếc áo dạ hội trắng đã say mèm.","Ön planda, dört ciddi adam, üzerlerinde frak, ellerinde bir sedye yürür, sedyede beyaz tuvaletiyle sarhoş bir kadın boylu boyunca uzanır.","En primer plano, cuatro hombres solemnes, vestidos de etiqueta, van por la acera con una camilla en la que yace una mujer borracha y en traje de noche."
3300,,"Her hand, which dangles over the side, sparkles cold with jewels.",Cánh tay của cô ta để thỏng bên hông chiếc cáng lấp lánh lạnh lẽo những nữ trang.,"Sedyeden sarkan el ise, mücevherlerle parıldar.","La mano, que cuelga a un lado, centellea enjoyada y fría."
3303,['gatsby'],"After Gatsby’s death the East was haunted for me like that, distorted beyond my eyes’ power of correction.","Sau cái chết của Gatsby, đối với tôi miền Đông đã trở thành ma quái ám ảnh, nó đã bị biến thành lệch lạc méo mó đế n nỗi sức mạnh của cặp mắt tôi cũng không thể nắn sửa lại.","Gatsby’nin ölümünden sonra, Doğu bana işte böyle perili, gözlerimin düzeltme yeteneğini aşacak ölçüde çarpık görünüyordu.","Después de la muerte de Gatsby el Este me parecía hechizado, distorsionado, sin que mis ojos pudieran corregirlo."
3304,,So when the blue smoke of brittle leaves was in the air and the wind blew the wet laundry stiff on the line I decided to come back home.,Thế nên khi làn khói lam từ những chiếc lá khô dòn tỏa lên không gian và những cơn gió đến thổi bay thẳng băng những mớ quần áo ướt phơi trên dây thì tôi quyết định quay trở về với quê nhà.,"Bu nedenle, kurumuş yapraklardan mavi dumanlar tüterken ve rüzgar iplerdeki çamaşırları kaskatı keserken, eve dönmeye karar verdim.","Así que, cuando el humo de las hojas secas flotaba ya en el aire y la ropa húmeda empezó a congelarse en los tendederos al soplo del viento, decidí volver a casa."
3305,,"There was one thing to be done before I left, an awkward, unpleasant thing that perhaps had better have been let alone.","Có một điều mà tôi cần phải làm trước khi rời bỏ đi, một chuyện ngượng ngùng khó chịu mà đáng rẽ ra tôi nên để yên thì hay hơn.","Ayrılmadan yapmam gereken bir şey daha vardı, belki kendi haline bıraksam daha iyi olacak; sevimsiz, nahoş bir şey.","Había algo que tenía que hacer antes de irme, algo desagradable y embarazoso que probablemente hubiera sido mejor no hacer."
3306,,But I wanted to leave things in order and not just trust that obliging and indifferent sea to sweep my refuse away.,"Tuy nhiên tôi muốn mọi chuyện được sắp xếp ổn thỏa trước khi đi, không tin tưởng gì vào những làn sóng biển sốt sắng và vô tình kia sẽ cuốn đi những sự việc thừa thãi rác rưởi của tôi.","Yine de gitmeden her şeyi yoluna sokmak istiyordum, benim artıklarımı temizlemesi için sadece yardıma hazır ve umarsız denize bel bağlayamazdım.",Pero quería dejarlo todo en orden y no confiar en que el mar indiferente y diligente se llevara mi basura.
3307,['jordan baker'],"I saw Jordan Baker and talked over and around what had happened to us together, and what had happened afterward to me, and she lay perfectly still, listening, in a big chair.","Tôi đến gặp Jordan Baker để hàn thuyên về những chuyện đã xẩy ra giữa hai chúng tôi và chuyện đã xẩy ra về sau đó cho riêng tôi. Cô ta ngồi trên một chiếc ghế lớn lắng nghe, hoàn toàn không cử động.","Böylece Jordan Baker’ı görmeye gittim. Önce bize neler olduğu, ardından da bana neler olduğu üzerine konuştuk, büyük bir koltukta öylece oturup, son derece sakin bir tavırla beni dinlemişti.","Vi a Jordan Baker y hablé de lo que había pasado entre nosotros, y de lo que después me había pasado a mí, y ella me escuchó, muy quieta, en un gran sillón."
3308,,"She was dressed to play golf, and I remember thinking she looked like a good illustration, her chin raised a little jauntily, her hair the colour of an autumn leaf, her face the same brown tint as the fingerless glove on her knee.","Jordan mặc đồ chơi golf, tôi nhớ lúc đó tôi đã nghĩ cô ta trông giống như một bức tranh minh họa đẹp, chiếc cằm hơi nhướng lên một cách kiêu sang, mái tóc màu lá thu vàng, khuôn mặt nâu hồng giống như chiếc găng tay hở ngón nằm trên đầu gối.","Golf kıyafetleri üzerindeydi; gururla kalkmış çenesi, sonbahar yapraklarının rengindeki saçları, kucağında tuttuğu golf eldiveninin rengine çalan yanık teniyle güzel bir tabloya benzediğini düşündüğümü hatırlıyorum.","Iba vestida de golfista, y me acuerdo de que pensé que parecía una buena foto para una revista ilustrada, con el mentón graciosamente levantado, el pelo color de hoja en otoño y la cara del mismo tono tostado que el guante sin dedos que descansaba en su rodilla."
3309,,When I had finished she told me without comment that she was engaged to another man.,"Sau khi nghe tôi nói xong, cô ta không góp ý gì cả chỉ nói thẳng rằng mình đã đính hôn với một người khác.","Anlatacaklarımı bitirdiğimde hiç yorum yapmadan, sadece biriyle nişanlandığını söyledi.","Cuando acabé, me dijo sin más comentarios que se había comprometido con otro."
3310,,"I doubted that, though there were several she could have married at a nod of her head, but I pretended to be surprised.","Tôi nghi ngờ lời nói này, mặc dù tôi biết chỉ cần Jordan gật đầu là có nhiều người cho cô lấy. Thế nhưng tôi vẫn giả bộ làm như ngạc nhiên.","Onaylasa hemen evlenebileceği pek çok talibi olduğunu bilsem de, söylediğine pek ihtimal vermemiştim. Yine de, tabi ki şaşırmış gibi yapmayı ihmal etmedim.","No me lo creí del todo, aunque había varios con los que podría haberse casado con un simple gesto de asentimiento, pero fingí sorpresa."
3311,,"For just a minute I wondered if I wasn’t making a mistake, then I thought it all over again quickly and got up to say goodbye.","Trong một phút, tôi tự hỏi có phải mình đã không làm một điều lầm lẫn. Suy nghĩ một lát, tôi vội vã đứng lên và cáo từ ra về.","Bir an için, doğru yapıp yapmadığım konusunda tereddüde düşer gibi olsam da, yeniden düşündüğümde hemen kendimi toparladım.","Por un momento me pregunté si no me estaría equivocando, luego volví a pensarlo todo rápidamente y me levanté para despedirme."
3312,,"“Nevertheless you did throw me over,” said Jordan suddenly.","""Dù gì đi nữa, chính anh đã bỏ tôi."" Jordan đột ngột nói.","Vedalaşmak için ayağa kalktığımda, “Yine de beni başından savdın,” dedi birden bire.",—Pero fuiste tú el que me dejó —dijo Jordan de improviso—.
3313,,“You threw me over on the telephone.,"""Anh đã bỏ rơi tôi qua điện thoại.",“Telefonda yaptığın resmen buydu.,Me dejaste por teléfono.
3314,,"I don’t give a damn about you now, but it was a new experience for me, and I felt a little dizzy for a while.”","Bây giờ tôi không màng gì đến anh nữa, nhưng dù gì nó cũng là một kinh nghiệm mới cho tôi, nó làm cho tôi đã cảm thấy xây xẩm mất một thời gian.""","Artık umurumda değilsin fakat bu benim için çok yeni bir deneyimdi, bu yüzden bir süre sersem gibi hissettim.","Ya no me importas lo más mínimo, pero aquello fue para mí una nueva experiencia, y durante un tiempo me sentí un poco desorientada."
3315,,We shook hands.,Chúng tôi bắt tay nhau.,El sıkıştık.,Nos estrechamos la mano.
3316,,"“Oh, and do you remember”—she added—“a conversation we had once about driving a car?”","""Ồ, anh còn nhớ không? Nhớ về cuộc đối thoại chúng ta đã từng có một lần đang đi trên xe."" Jordan nói thêm.","“Hatırlar mısın?” diye sordu, “Araba kullan­mak ile ilgili bir sohbetimiz olmuştu.","—Ah, ¿te acuerdas —añadió— de una conversación que tuvimos una vez sobre conducir un coche?"
3317,,“Why—not exactly.”,"""Sao? Không nhớ rõ lắm.""",“Aslında tam olarak hatırlamıyorum.,"—No, no me acuerdo."
3318,,“You said a bad driver was only safe until she met another bad driver?,"""Anh đã nói rằng một người tài xế dở sẽ chỉ được an toàn cho tới khi gặp phải một người tài xế dở khác.","“Kötü sürücü ancak başka bir kötü sürücüyle karşılaşana kadar güvende olur, demiştin.",—¿No dijiste que un mal conductor sólo está seguro hasta que se encuentra con otro mal conductor?
3319,,"Well, I met another bad driver, didn’t I?","Thật ra, tôi đã gặp một người tài xế dở khác, phải vậy không?","Eh, ben de sonunda bir başka kötü sürücüyle karşılaştım, değil mi?","Bueno, pues yo me encontré con otro mal conductor, ¿no?"
3320,,I mean it was careless of me to make such a wrong guess.,"Thật ra, tôi đã gặp một người tài xế dở khác, phải vậy không? Tôi có ý nói nếu tôi đã đoán sai ý tưởng đó thì là do tôi lầm.","Yani doğru kestirememiş olmamın nedeni, benim dikkatsizliğimdi.","Bueno, pues yo me encontré con otro mal conductor, ¿no? Quiero decir que, si me equivoqué tanto, fue por mi propio descuido."
3321,,"I thought you were rather an honest, straightforward person.","Tôi tưởng anh là một người trung thực, thẳng thắn.",Senin dürüst ve açık sözlü olduğunu ve bundan kıvanç duyduğunu sanmıştım.,Creía que eras una persona bastante honesta y sincera.
3322,,I thought it was your secret pride.”,"Tôi cho rằng đó chính là niềm hãnh diện thầm kín của anh.""",Senin dürüst ve açık sözlü olduğunu ve bundan kıvanç duyduğunu sanmıştım.,Creía que ése era tu orgullo secreto.
