line_no,Ent,en,vi,tr,es
6614,,"There, he laid her down on a couch, where her child and Miss Pross wept over her.","Tới nơi, anh đặt Lucie nằm xuống trường kỷ còn bé gái và chị Pross đứng bên khóc òa.",Onu oradaki bir kanepenin üzerine yatırdığında kızı ve Miss Pross yanına çöküp ağladılar.,Lucita y la señorita Pross lloraban desconsoladas.
6615,"['pros', 'carton', 'don']","“Don’t recall her to herself,” he said, softly, to the latter, “she is better so.","− Đừng làm cô ấy tỉnh lại, - anh nói khẽ với chị Pross, - cứ để cô ấy như thế thì hơn.","Carton, ""Onu kendine getirmeye çalışmayın,"" dedi Miss Pross'a alçak bir sesle, ""böylesi daha iyi.",—No haga nada por disipar su desmayo. —dijo Carton a la última con voz muy baja.
6616,,"Don’t revive her to consciousness, while she only faints.”","Cô ấy chỉ ngất đi thôi, đừng làm cô ấy tỉnh lại.","Uyandırmayın sakın, sadece bayıldı.",—Está mejor así.
6617,,"“Oh, Carton, Carton, dear Carton!” cried little Lucie, springing up and throwing her arms passionately round him, in a burst of grief.","− Ôi, bác Carton, bác Carton ơi! - Bé Lucie vừa thốt lên vừa nhảy tới ôm chầm lấy anh trong cơn buồn khổ. - Giờ đã có bác ở đây, bác làm gì giúp mama đi bác, bác làm gì cứu papa đi bác!","Küçük Lucie yerinden sıçrayıp heyecanla Carton'ın boynuna atılarak büyük bir üzüntüyle, ""Ah Carton, Carton, sevgili Carton!"" diye ağladı.","—¡Oh Carton, Carton!—gritó Lucita, saltando al cuello de Carton y rodeándole con sus brazos."
6618,,"“Now that you have come, I think you will do something to help mamma, something to save papa!","− Ôi, bác Carton, bác Carton ơi! - Bé Lucie vừa thốt lên vừa nhảy tới ôm chầm lấy anh trong cơn buồn khổ. - Giờ đã có bác ở đây, bác làm gì giúp mama đi bác, bác làm gì cứu papa đi bác!","""İyi ki geldin, annemi kurtarmak için bir şeyler yapacağını sanıyorum, babamı kurtarmak için de!","—Ahora que ha venido usted, no dudo que hará algo para consolar a mamá, para salvar a papá."
6620,,"Can you, of all the people who love her, bear to see her so?”","Ôi, nhìn mẹ cháu kìa, bác ơi! Trong tất cả những người yêu thương mẹ cháu, bác nỡ nào nhìn mẹ cháu như thế? Anh cúi xuống bé Lucie, tựa má mình vào bên má tươi hồng của đứa trẻ.",Ah anneme baksana Carton! Onu sevenler onu böyle görmeye dayanabilir mi?,"¿Puede usted, puede nadie que la quiera contemplarla sin que salte hecho pedazos su corazón?"
6621,,"He bent over the child, and laid her blooming cheek against his face.","Ôi, nhìn mẹ cháu kìa, bác ơi! Trong tất cả những người yêu thương mẹ cháu, bác nỡ nào nhìn mẹ cháu như thế? Anh cúi xuống bé Lucie, tựa má mình vào bên má tươi hồng của đứa trẻ.",Carton çocuğun yanına eğildi ve onun pırıl pırıl parlayan yanaklarını kendi yüzüne dayadı.,"¿Puede usted, puede nadie que la quiera contemplarla sin que salte hecho pedazos su corazón?"
6622,,"He put her gently from him, and looked at her unconscious mother.",Anh nhẹ nhàng đẩy cô bé ra và nhìn Lucie đang bất tỉnh.,Sonra onu nazikçe kendinden uzaklaştırarak baygın yatan annesine baktı.,"Carton dió un beso a la niña, separó con dulzura sus bracitos, contempló durante algunos segundos a la madre, y dijo:"
6623,,"“Before I go,” he said, and paused—“I may kiss her?”","− Trước khi bác đi, - anh nói, ngập ngừng - ... cho phép bác hôn mẹ cháu nhé?","""Gitmeden önce,"" dedi ve duraksadı –""onu öpebilir miyim?",—Antes de irme... ¿puedo besarla?
6624,,"It was remembered afterwards that when he bent down and touched her face with his lips, he murmured some words.",Mấy lời anh thầm thì khi chạm môi vào nàng sẽ được nhớ mãi về sau.,"Sonradan, Carton'ın eğilip dudaklarını kadının yüzüne değdirdiği o anda bir şeyler mırıldandığı hatırlanacaktı.","Más tarde recordaron los testigos de esta escena que, mientras rozaban sus labios las mejillas de la desmayada, murmuró algunas palabras."
6625,,"The child, who was nearest to him, told them afterwards, and told her grandchildren when she was a handsome old lady, that she heard him say, “A life you love.”","Đứa bé, đứng kề bên anh, sau này thuật lại và khi về già vẫn thuật lại cho con cháu nghe, rằng Carton đã nói: “Vì tính mệnh người em yêu.”","O anda ona en yakın olan küçük Lucie, sonradan onlara ve tatlı bir yaşlı kadın olduğu vakit torunlarına, Carton'ın annesine, ""Sevdiğin bir yaşam,"" dediğini duyduğunu söyleyecekti.","La niña, que era la que se encontraba más cerca, dijo después, y repitió muchas veces a sus nietos, cuando era una viejecita encorvada bajo el peso de los años: «Es una vida que amas»."
6626,,"When he had gone out into the next room, he turned suddenly on mr Lorry and her father, who were following, and said to the latter:","Lúc đi ra phòng kế bên, anh đột ngột quay sang ông Lorry và bác sĩ Manette đang theo sau, và anh nói với ông bác sĩ: − Mới hôm qua thôi ông vẫn còn nhiều sức tác động, bác sĩ Manette; chí ít hãy cố thử lại lần nữa vào hôm nay.","Carton diğer odaya geçtiğinde, mr Lorry'yle birlikte peşinden giden Lucie'nin babasına dönerek şöyle dedi;","En la habitación inmediata, donde encontró al doctor y a Lorry, dijo al primero:"
6628,,"These judges, and all the men in power, are very friendly to you, and very recognisant of your services; are they not?”","Các quan toàn và mọi người có thẩm quyền đều rất thân thiện với ông, ghi nhận công lao của ông, phải vậy không? −","Bütün o yargıçlar ve nüfuzlu kişiler size karşı çok iyiler ve hizmetlerinizin bilincindeler, öyle değil mi?","Los jueces, y todos los que hoy tienen algún poder, son amigos suyos y están agradecidos a sus servicios; ¿no es cierto?"
6629,,“Nothing connected with Charles was concealed from me.,Không gì có thể cứu giúp Charles mà tôi chưa thử.,"""Charles'la ilgili hiçbir şey benden gizlenmedi.",—Nada me ocultaron de lo que a Carlos se refería.
6630,,I had the strongest assurances that I should save him; and I did.”,Tôi đã rất tự tin là mình có thể cứu được cậu ấy; và tôi đã làm vậy.,Onu kurtaracağıma dair inancım çok güçlüydü; kurtardım da.,"Abrigaba yo esperanzas, casi seguridad absoluta de salvarle, y le salvé—contestó el doctor, hablando con mucha lentitud y con expresión conturbada."
6631,,"He returned the answer in great trouble, and very slowly.",- Ông đáp lại rất khó khăn từng lời.,Bu cevabı verirken büyük bir güçlükle ve çok yavaş konuşmuştu.,"Abrigaba yo esperanzas, casi seguridad absoluta de salvarle, y le salvé—contestó el doctor, hablando con mucha lentitud y con expresión conturbada."
6632,,“Try them again.,− Hãy thử lần nữa.,"""Tekrar deneyin.",—Pruebe otra vez.
6633,,"The hours between this and to-morrow afternoon are few and short, but try.”","Từ giờ đến chiều mai không còn bao nhiêu thời gian, nhưng cứ cố gắng.",Yarın öğlene kadar zamanımız çok yok ama deneyin.,Breves son las horas que separan a hoy de mañana; pero pruebe.
6634,,“I intend to try.,− Tôi cũng có ý đó.,"""Denemek niyetindeyim.",—Probaré... No descansaré un instante.
6635,,I will not rest a moment.”,Tôi sẽ không ngồi yên một phút nào.,Kaybedecek vakit yok.,No descansaré un instante.
6636,,“That’s well.,− Thế thì tốt.,"""Güzel.",—Es lo que debe hacer.
6637,,"I have known such energy as yours do great things before now—though never,” he added, with a smile and a sigh together, “such great things as this.","Tôi biết người có năng lực như ông trước đây vẫn làm được nhiều việc lớn... dù không bao giờ, - anh nói thêm, một nụ cười kèm tiếng thở dài, - có những việc phi thường thế này.","Daha önce yaptığınız gibi sahip olduğunuz enerjiyle müthiş şeyler yapabileceğinizi biliyorum –ama tabii,"" deyip gülümseyerek içini çekti ve ekledi, ""bu hakikaten zorlu bir durum.","He visto hacer grandes cosas a hombres dotados de las energías de usted, aunque nunca—añadió, sonriendo y suspirando al mismo tiempo—tan grandes como la que le propongo."
6639,,"Of little worth as life is when we misuse it, it is worth that effort.","Nhưng cứ thử! Cuộc đời chẳng đáng giá gì mấy khi ta phí phạm, nhưng cũng đáng thử.","Hayatımızı boşa harcadığımızda hiçbir değeri olmaz, oysa bu çabaya değer hayat.",La salvación de una vida querida bien vale ese esfuerzo.
6641,"['doktor manette', 'manette', 'mane']","“I will go,” said Doctor Manette, “to the Prosecutor and the President straight, and I will go to others whom it is better not to name.","− Tôi sẽ đi, - bác sĩ Manette nói, - đi gặp ngay ủy viên công tố và Chánh án, tôi sẽ đi gặp những người khác không tiện nêu tên.","""Şimdi doğruca,"" dedi Doktor Manette, ""Savcı ve Başkan'ın yanına gideceğim ve adlarını söylemek istemediğim başka kişilere gideceğim.","—Me presentaré al Fiscal de la República y al Presidente—contestó el doctor Manette,—así como también a otros que no es necesario nombrar."
6643,,"There is a Celebration in the streets, and no one will be accessible until dark.”","Nhưng khoan! Ngoài đường đang có hội hè, và sẽ không gặp được ai đâu cho đến tối.",Yazmam gereken yerlere yazacağım ve –Ama bir dakika! Sokakta kutlama var ve hava kararana kadar kimseye ulaşamam.,Pero ahora recuerdo que hoy se celebran festejos públicos y que no podré ver a nadie hasta que sea de noche.
6646,,"It is a forlorn hope at the best, and not much the forlorner for being delayed till dark.","− Đúng thế. Chà! Hy vọng thật hão huyền, và càng hão huyền hơn khi trì hoãn đến tối.",Ehh! Bu da en iyi ihtimalle zayıf bir ümit zaten ve sırf karanlığa kaldı diye daha ümitsiz olmayacak durum.,"De todas suertes, se trata de una esperanza muy remota; poco se pierde con esperar hasta la noche."
6647,,"I should like to know how you speed; though, mind!","Dù sao tôi cũng muốn biết ông định làm thế nào, vậy thôi!",Ama nasıl bir yol izleyeceğinizi bilmek isterim!,"De todas suertes, se trata de una esperanza muy remota; poco se pierde con esperar hasta la noche."
6649,,"When are you likely to have seen these dread powers, Doctor Manette?”","Tôi không dám mong đợi gì! Khi nào ông có thể gặp được những quyền uy ghê gớm đó, bác sĩ Manette? −",Şu korkunç güçlerle muhtemelen ne zaman görüşürsünüz Doktor Manette?,"Dígame, doctor Manette, ¿cuándo cree que podrá ver a esas autoridades formidables?"
6650,,"“Immediately after dark, I should hope.","Ngay khi trời tối, tôi mong là vậy.","""Umarım, karanlık basar basmaz.",—Inmediatamente después de anochecido; yo creo que dentro de una o dos horas.
6651,,Within an hour or two from this.”,Trong vòng một hay hai giờ nữa.,Yani birkaç saat sonra.,—Inmediatamente después de anochecido; yo creo que dentro de una o dos horas.
6652,,“It will be dark soon after four.,− Trời sẽ sụp tối nhanh sau bốn giờ.,"""Hava dört gibi kararıyor.",—Anochecerá poco después de las cuatro...
6653,,Let us stretch the hour or two.,Ta cứ cho là một hay hai giờ nữa.,Süreyi birkaç saat daha uzatalım.,Aprovechemos la hora o dos horas que tenemos por delante.
6654,,"If I go to mr Lorry’s at nine, shall I hear what you have done, either from our friend or from yourself?”","Nếu tôi đến chỗ ông Lorry lúc chín giờ, hy vọng tôi sẽ biết kết quả những việc ông làm, hoặc là từ ông Lorry, hoặc là từ chính ông nói? −",Eğer ben saat dokuzda mr Lorry'nin yanına gidersem ne yaptığınızı arkadaşımızdan ya da bizzat sizden öğrenebilir miyim?,"Si a las nueve me presento en casa del señor Lorry, ¿podré saber el resultado de sus gestiones?"
