line_no,Ent,en,vi,tr,es
5099,,"He bore it with noble indifference; and she would have imagined that Bingley had received his sanction to be happy, had she not seen his eyes likewise turned towards mr Darcy, with an expression of half-laughing alarm.","Anh chàng tỏ lộ dửng dưng trong thanh cao và đáng lẽ cô nghĩ anh đã nhìn nhận rằng Bingley cần có hạnh phúc, nếu cô không nhìn thấy đôi mắt anh cũng hướng về anh Darcy, với dáng vẻ nửa lo âu nửa bông đùa.","Darcy bu durumu soylu bir kayıtsızlıkla karşıladı; Elizabeth Bingley'nin mutlu olma izni aldığını düşünecekti ama onun gözlerinin de aynı şekilde Darcy'ye doğru döndüğünü gördü, yarı-şaka bir korku ifadesiyle.","Éste sostuvo la mirada con noble indiferencia, Elizabeth habría imaginado que Bingley había obtenido ya permiso de su amigo para disfrutar de su felicidad si no hubiese sorprendido los ojos de éste vueltos también hacia Darcy, con una expresión risueña, pero de alarma."
5100,,"His behaviour to her sister was such during dinnertime as showed an admiration of her, which, though more guarded than formerly, persuaded Elizabeth, that, if left wholly to himself, Jane’s happiness, and his own, would be speedily secured.","Trong bữa ăn, thái độ của Bingley cho thấy anh có tình ý với Jane, tuy có phần dè dặt hơn lúc trước; nhưng Elizabeth vẫn tin rằng nếu để cho anh được tự nhiên, hạnh phúc của hai người sẽ nhanh chóng trở thành vững chắc.","Yemek boyunca Bingley'nin ablasına olan davranışı öyle hayranlık doluydu ki Elizabeth, eskisinden daha tedbirli olduğu halde, Bingley tümüyle kendi haline bırakılırsa Jane'in mutluluğunun, ve onun mutluluğunun da, hızla sağlama bağlanacağını hissetti.","La conducta de Bingley con Jane durante la comida reveló la admiración que sentía por ella, y aunque era más circunspecta que antes, Elizabeth se quedó convencida de que si sólo dependiese de él, su dicha y la de Jane quedaría pronto asegurada."
5102,,It gave her all the animation that her spirits could boast; for she was in no cheerful humour.,"Việc này giúp tinh thần cô phấn chấn, vì cô không có niềm vui nào khác.",Bu da keyfini biraz olsun yerine getirdi; çünkü hiç neşesi yoktu.,"A pesar de que no se atrevía a confiar en el resultado, Elizabeth se quedó muy satisfecha y se sintió todo lo animada que su mal humor le permitía."
5103,,mr Darcy was almost as far from her as the table could divide them.,"Anh Darcy ngồi cách xa cô, kế bên mẹ cô.",Mr Darcy masanın onları ayırabileceği kadar uzağındaydı.,"Darcy estaba al otro lado de la mesa, sentado al lado de la señora Bennet, y Elizabeth comprendía lo poco grata que les era a los dos semejante colocación, y lo poco ventajosa que resultaba para nadie."
5106,,"She was not near enough to hear any of their discourse; but she could see how seldom they spoke to each other, and how formal and cold was their manner whenever they did.","Cô không nghe họ trao đổi với nhau những gì, nhưng cô thấy họ ít chuyện trò cùng nhau,khi họ nói, mỗi người đều có tư thái nghiêm chỉnh và lạnh lùng.","Konuşmalarını duyacak kadar yakın değildi, ama nadiren konuştuklarını, konuştukları zaman da tavırlarının nasıl resmi ve soğuk olduğunu görebiliyordu.","No estaba lo bastante cerca para oír lo que decían, pero pudo observar que casi no se hablaban y lo fríos y ceremoniosos que eran sus modales cuando lo hacían."
5107,,"Her mother’s ungraciousness made the sense of what they owed him more painful to Elizabeth’s mind; and she would, at times, have given anything to be privileged to tell him, that his kindness was neither unknown nor unfelt by the whole of the family.",Thái độ khiếm nhã của bà mẹ khiến cô càng đau đớn khi nhớ lại gia đình cô đã mang ơn anh như thế nào. Đôi lúc cô ước muốn làm bất cứ việc gì để có thể nói cho anh biết rằng không phải cả gia đình đều không biết hoặc không nghĩ đến lòng tốt của anh.,"Annesinin nankörlüğü ona karşı borçlu oldukları duygusunu Elizabeth için daha da acı verici yapıyordu ve bazen, ona iyiliğini ailedeki herkes bilmiyor ve takdir etmiyor değil deme fırsatına sahip olmak için herşeyi yapardı gibi geliyordu.","Esta antipatía de su madre por Darcy le hizo más penoso a Elizabeth el recuerdo de lo que todos le debían, y había momentos en que habría dado cualquier cosa por poder decir que su bondad no era desconocida ni inapreciada por toda la familia."
5109,,"Anxious and uneasy, the period which passed in the drawing-room before the gentlemen came, was wearisome and dull to a degree that almost made her uncivil.","Sau bữa ăn, trong khi chờ đợi các thanh niên đến, thời gian cô lo lắng và bất an ngồi trong phòng khách kéo dài một cách mệt mỏi và chán ngán, đến nỗi khiến cô gần như trở thành bất lịch sự.",Tedirgin ve rahatsızdı; beyler gelmeden önce oturma odasında geçen süre neredeyse kabalaşmasına yol açan bir sıkıcılık ve donukluktaydı.,"Estaba tan ansiosa y desasosegada que mientras esperaba en el salón la entrada de los caballeros, su desazón casi la puso de mal talante."
5110,,She looked forward to their entrance as the point on which all her chance of pleasure for the evening must depend.,"Cô ngóng trông họ bước vào, là thời điểm quyết định liệu cô có được một buổi tối vui vẻ hay không.",Girişlerini akşamla ilgili tüm mutluluk şansının dönüm noktası olarak dört gözle bekledi.,De la presencia de Darcy dependía para ella toda esperanza de placer en aquella tarde.
5111,,"“If he does not come to me, then,” said she, “I shall give him up for ever.”","Cô tự nhủ: “Nếu anh ấy không đến bên mình, thế thì mình sẽ bỏ mặc anh luôn”.","""O zaman da yanıma gelmezse,"" dedi, ""ondan ilelebet vazgeçeceğim.",«Si no se dirige hacia mí ––se decía–– me daré por vencida.»
5114,,"And on the gentlemen’s approaching, one of the girls moved closer to her than ever, and said, in a whisper,—","Khi các anh tiến đến, một trong các cô gái nhích đến gần cô hơn, thầm thì với cô: “Các anh không thể đến ngăn cách bọn mình, tôi nhất quyết như thế.","Üstelik, beyler yaklaşırken, kızlardan biri daha da yanına sokulup kulağına fısıldadı,","Al acercarse los caballeros, una de las muchachas se aproximó a Elizabeth y le dijo al oído:"
5115,,"“The men shan’t come and part us, I am determined.","Khi các anh tiến đến, một trong các cô gái nhích đến gần cô hơn, thầm thì với cô: “Các anh không thể đến ngăn cách bọn mình, tôi nhất quyết như thế.","""Erkekler aramıza girip bizi ayıramaz; kararlıyım.","––Los hombres no vendrán a separarnos; ya lo tengo decidido; no nos hacen ninguna falta, ¿no es cierto?"
5117,['darcy'],Darcy had walked away to another part of the room.,"Darcy đã tách ra, đi đến một góc của gian phòng.",Darcy odanın başka bir köşesine yürümüştü.,Darcy entonces se fue a otro lado de la estancia.
5118,,"She followed him with her eyes, envied everyone to whom he spoke, had scarcely patience enough to help anybody to coffee, and then was enraged against herself for being so silly!","Cô dõi mắt nhìn theo anh, ghen tức với mọi người anh đang bắt chuyện, hầu như không còn kiên nhẫn phục vụ cà phê cho bất cứ ai, rồi giận dữ với chính mình vì mình tỏ ra lố bịch!","Elizabeth gözleriyle onu takip etti, konuştuğu herkesi kıskandı, herkese kahve ikram edecek sabrı zor buldu ve sonra kendine çok kızdı o kadar aptal olduğu için!","Elizabeth le seguía con la vista y envidiaba a todos con quienes conversaba; apenas tenía paciencia para servir el café, y llegó a ponerse furiosa consigo misma por ser tan tonta."
5119,,“A man who has once been refused!,”Một người đã từng khước từ!,"""Bir kez reddedilmiş bir erkek!",«¡Un hombre al que he rechazado!
5120,,How could I ever be foolish enough to expect a renewal of his love?,Làm thế nào mình có thể khờ khạo đến mức trông mong anh tỏ tình lần nữa? Liệu có người đàn ông nào không phản bác thái độ hèn kém là tỏ tình lần thứ hai với cùng một người phụ nữ?,Nasıl aşkını tekrarlamasını bekleyecek kadar aptal olabilirim?,Loca debo estar si espero que renazca su amor.
5121,,Is there one among the sex who would not protest against such a weakness as a second proposal to the same woman?,Làm thế nào mình có thể khờ khạo đến mức trông mong anh tỏ tình lần nữa? Liệu có người đàn ông nào không phản bác thái độ hèn kém là tỏ tình lần thứ hai với cùng một người phụ nữ?,Aynı kadına ikinci kez teklifte bulunmak gibi bir zayıflığa karşı koymayacak tek bir erkek var mıdır?,No hay un solo hombre que no se rebelase contra la debilidad que supondría una segunda declaración a la misma mujer.
5122,,There is no indignity so abhorrent to their feelings.”,"Theo tâm lý của họ, không có điều sỉ nhục nào gớm ghiếc đến thế!”",Onların duygularını bu kadar incitecek başka bir gurursuzluk olmaz!,No hay indignidad mayor para ellos.»
5123,,"She was a little revived, however, by his bringing back his coffee-cup himself; and she seized the opportunity of saying,—","Tuy nhiên, cô phấn khởi một ít khi anh tự mang trả lại chiếc cốc của anh, và cô chộp lấy cơ hội này để hỏi anh:","Yine de, boş kahve fincanını kendisinin getirmesiyle biraz yüzü güldü ve konuşma fırsatını hemen değerlendirdi:","Se reanimó un poco al ver que Darcy venía a devolverle la taza de café, y ella aprovechó la oportunidad para preguntarle:"
5124,,“Is your sister at Pemberley still?”,- Em gái anh vẫn còn lưu lại Pembley chứ?,"""Kızkardeşiniz hâlâ Pemberley'de mi?",––¿Sigue su hermana en Pemberley?
5125,,“Yes; she will remain there till Christmas.”,"- Vâng, cô ấy sẽ lưu lại đấy cho đến Giáng Sinh.","""Evet; Christmas'a kadar orada kalacak""","––Sí, estará allí hasta las Navidades."
5126,,“And quite alone?,- Và cô độc à? Các bạn cô đã về hết chưa?,"""Yapayalnız mı? Bütün arkadaşları gittiler mi?",––¿Y está sola?
5127,,Have all her friends left her?”,- Và cô độc à? Các bạn cô đã về hết chưa?,Bütün arkadaşları gittiler mi?,¿Se han ido ya todos sus amigos?
5129,,The others have been gone on to Scarborough these three weeks.”,Những người khác đã đi Scarborough trong ba tuần này.,"Ötekiler Scarborough'ya gittiler, üç haftalığına.",––Sólo la acompaña la señora Annesley; los demás se han ido a Scarborough a pasar estas tres semanas.
5130,,"She could think of nothing more to say; but if he wished to converse with her, he might have better success.","Cô không thể nghĩ ra điều gì khác để nói, nhưng nếu anh muốn trò chuyện với cô, anh có thể làm khá hơn.",Söyleyecek başka bir şey aklına gelmedi; ama Darcy onunla sohbet etmek isteseydi daha başarılı olabilirdi.,"A Elizabeth no se le ocurrió más que decir, pero si él hubiese querido hablar, ¡con qué placer le habría contestado!"
5131,"['elizabeth', 'elizabet']","He stood by her, however, for some minutes, in silence; and, at last, on the young lady’s whispering to Elizabeth again, he walked away.","Nhưng anh đứng bên cô một lúc trong im lặng, và khi cô gái kia lại thầm thì vào tai Elizabeth, anh bước đi chỗ khác.","Bununla beraber, birkaç dakika sessizce yanında durdu ve sonunda, genç hanımın Elizabeth'in kulağına bir şeyler fısıldaması üzerine yürüyüp gitti.","No obstante, se quedó a su lado unos minutos, en silencio, hasta que la muchacha de antes se puso a cuchichear con Elizabeth, y entonces él se retiró."
5132,,"When the tea things were removed, and the card tables placed, the ladies all rose; and Elizabeth was then hoping to be soon joined by him, when all her views were overthrown, by seeing him fall a victim to her mother’s rapacity for whist players, and in a few moments after seated with the rest of the party.","Khi đã dọn dẹp bàn trà nước, họ bày những cỗ bài ra, các cô đều đứng dậy và Elizabeth lại hy vọng được kế cận anh, nhưng mọi mong ước của cô đều bị đảo lộn khi anh sa vào tính tham lam của bà mẹ muốn có thêm tay bài, một lúc sau anh phải ngồi với họ.",Çay boşları kaldırıldığı ve oyun masaları yerleştirildiği zaman bütün hanımlar kalktılar; Elizabeth o zaman hemen yanına geleceğini bekliyordu ki annesinin whist oyuncuları için çıktığı ava kurban gittiğini ve birkaç dakika sonra grubun geri kalanıyla birlikte masaya oturduğunu görünce bütün umutları yıkıldı.,"Una vez quitado el servicio de té y puestas las mesas de juego, se levantaron todas las señoras. Elizabeth creyó entonces que podría estar con él, pero sus esperanzas rodaron por el suelo cuando vio que su madre se apoderaba de Darcy y le obligaba a sentarse a su mesa de whist."
