line_no,Ent,en,vi,tr,es
5717,,A jews-harp’s plenty good enough for a rat.,Đàn búng đối với chuột là tốt lắm rồi.,Bir fare için ağız tamburası da gayet uygundur.,Un birimbao resulta fenómeno para una rata.
5718,,All animals like music—in a prison they dote on it.,"Con vật nào cũng thích âm nhạc, mà trong nhà giam thì nó lại càng ưa nữa, nhất là nhạc buồn thảm.",Bütün hayvanlar müzik sever… hele hapishane ortamında bayılırlar.,"A todos los animales les gusta la música, y en las cárceles les encanta."
5719,,"Specially, painful music; and you can’t get no other kind out of a jews-harp.","Con vật nào cũng thích âm nhạc, mà trong nhà giam thì nó lại càng ưa nữa, nhất là nhạc buồn thảm.","Özellikle de acılı müzikler, zaten ağız tamburasından da başka türlü müzik çıkmaz.","Sobre todo, la música triste, y con un birimbao es la única música que se puede tocar."
5721,,"Yes, you’re all right; you’re fixed very well.",Nó sẽ bò ra xem anh có cái gì lạ thế.,"Evet, şimdi oldu, artık gayet iyi durumdasın.","Sí, te va a ir muy bien, lo tienes todo."
5722,,"You want to set on your bed nights before you go to sleep, and early in the mornings, and play your jews-harp; play ‘The Last Link is Broken’—that’s the thing that’ll scoop a rat quicker ’n anything else; and when you’ve played about two minutes you’ll see all the rats, and the snakes, and spiders, and things begin to feel worried about you, and come.","Ban đêm, trước khi đi ngủ và buổi sáng sớm ngủ dậy, anh phải ngồi trên giường một lúc và chơi cái đàn búng ấy.","Geceleri yatmadan önce, sabah erken saatlerde yatağında oturup ağız tamburasını çalmak istiyorsun; Son Halka Koptu’yu çal… farelerin en çok ilgisini çeken parçadır: İki dakika kadar çaldıktan sonra bütün farelerin, yılanların, örümceklerin ve başka şeylerin senin için endişelendiğini ve yanına geldiğini göreceksin.","Lo que hace falta es que te sientes en la cama por las noches antes de dormirte, y que por la mañana hagas lo mismo y toques el birimbao; toca «Se ha roto el último eslabón», que es lo que les encanta a las ratas, y cuando lleves tocando dos minutos verás que todas las ratas, las serpientes y las arañas y todo eso empiezan a preocuparse por ti y salen."
5725,,Blest if I kin see de pint.,"Nhưng lúc này tôi chẳng hiểu gì cả, tôi sẽ cố gắng làm theo nếu như tôi phải làm.",Ben hiç anlamıyoğum bu ne işe yağayacak.,Que me ahorquen si lo entiendo.
5726,,But I’ll do it ef I got to.,"Nhưng lúc này tôi chẳng hiểu gì cả, tôi sẽ cố gắng làm theo nếu như tôi phải làm.",Ama eğeğ mecbuğsam yapacağım.,Pero si es necesario lo haré.
5727,,"I reck’n I better keep de animals satisfied, en not have no trouble in de house.”",Tôi sẽ làm cho những con vật ấy bằng lòng và không có chuyện gì lôi thôi ở trong nhà cả.,Heğhalde en iyisi hayvanlağı memnun etmek ki bela çıkmasın.,Calculo que más vale tener a los animales contentos y no andar con problemas en casa.
5728,['tom'],"Tom waited to think it over, and see if there wasn’t nothing else; and pretty soon he says:","Tom nghĩ thêm một lúc nữa xem còn có gì khác nữa không, rồi nó nói:","Tom bir süre daha düşündü ama aklına başka bir şey gelmemiş gibi görünüyordu, ama aniden yine söze başladı:","Tom se quedó pensando si faltaba algo, y al cabo de un momento va y dice:"
5729,,"“Oh, there’s one thing I forgot.",- Còn một cái nữa tôi quên mất.,“Hah… Bir şeyi unutmuşum.,"—Ah, se me ha olvidado una cosa."
5730,,"Could you raise a flower here, do you reckon?”",Anh có thể trống hoa ở đây không?,Burada çiçek yetiştirebilir misin sence?,¿Crees que podrías criar una flor aquí?
5731,,"“I doan know but maybe I could, Mars Tom; but it’s tolable dark in heah, en I ain’ got no use f’r no flower, nohow, en she’d be a pow’ful sight o’ trouble.”","- Tôi không biết, nhưng có lẽ được. Nhưng trong này tối lắm, và tôi thì cũng chẳng cần hoa, chỉ rắc rối thêm.","“Bilmem, belki yetiştiğebiliğim, Sahip Tom; ama buğası çok kağanlık, çiçekleğ de işime yağamaz.","—No sé, pero a lo mejor sí, sito Tom, aunque aquí está bastante oscuro y no me vale de mucho una flor, y me iba a resultar muy difícil."
5732,,"“Well, you try it, anyway.",- Anh cứ thử xem sao.,Çok zoğ oluğ. “Sen yine de bir dene bakalım.,"—Bueno, inténtalo de todas formas."
5733,,Some other prisoners has done it.”,Những tù nhân khác họ cũng trồng hoa mà.,Bazı mahkûmlar bunu becermiş.,Ya lo han hecho algunos otros prisioneros.
5735,,“Don’t you believe it.,- Anh đừng tưởng thế.,“Hiç öyle düşünme.,—No lo creas.
5736,,"We’ll fetch you a little one and you plant it in the corner over there, and raise it.","Chúng tôi sẽ tìm cho anh một cây con, và anh trồng nó vào góc nhà kia kìa.","Sana küçük bir tane getiririz, şuradaki köşeye dikersin ve orada büyür gider.",Te traeremos una pequeñita y la plantas en ese rincón y la vas cultivando.
5737,,"And don’t call it mullen, call it Pitchiola—that’s its right name when it’s in a prison.","Đừng gọi nó lá hoa đuôi mèo, phải gọi nó là Pitchiola mới đúng.","Ayrıca ona sığırkuyruğu deme, Pitchiola de… hapishanedeyken gerçek adı budur.","Y no la llamas barbasco, sino pitchiola, que es un nombre que hace muy bonito en una cárcel."
5738,,And you want to water it with your tears.”,Và anh phải tưới cho nó bằng nước mắt.,Ayrıca onu gözyaşınla sulaman gerek.,Lo mejor es que la riegues con tus lágrimas.
5739,,"“Why, I got plenty spring water, Mars Tom.”",- Sao thế? ở đây tôi có khối nước mưa.,"“Niye, buğada bol bol su vağ, Sahip Tom.","—Pero si tengo montones de agua de la fuente, sito Tom."
5740,,“You don’t want spring water; you want to water it with your tears.,"- Không được tưới bằng nước mưa, anh phải tưới bằng nước mắt.","“Su kullanmak istemiyormuşsun, onu gözyaşlarınla sulamalıymışsın meğer.",—No necesitas agua de la fuente; lo que hace falta es que la riegues con tus lágrimas.
5741,,It’s the way they always do.”,Ai cũng làm như vậy mà.,Daima böyle yapılır.,Es lo que hacen todos.
5742,,"“Why, Mars Tom, I lay I kin raise one er dem mullen-stalks twyste wid spring water whiles another man’s a start’n one wid tears.”","- Cậu Tom ơi, thế thì cây hoa ấy sẽ chết mất thôi, vì chẳng mấy khi tôi khóc.","“Ama Sahip Tom, ben biğ sığığkuyğuğu için su kullanayım, başka biği de gözyaşıyla yetiştiğsin, olmaz mı?","—Pero, sito Tom, yo puedo criar un barbasco así de grande con agua de la fuente, mientras que con las lágrimas apenas crecerá."
5744,,You got to do it with tears.”,"- Cậu Tom ơi, thế thì cây hoa ấy sẽ chết mất thôi, vì chẳng mấy khi tôi khóc.",Gözyaşınla sulamak mecburi.,Hay que hacerlo con lágrimas.
5745,,"“She’ll die on my han’s, Mars Tom, she sholy will; kase I doan’ skasely ever cry.”","- Cậu Tom ơi, thế thì cây hoa ấy sẽ chết mất thôi, vì chẳng mấy khi tôi khóc.","“Ama çiçek benim yüzümden ölüğ, Sahip Tom, evet, kesinlikle ölüğ; çünkü ben kolay kolay ağlamam.","—Se me morirá, sito Tom, seguro que sí; porque yo casi nunca lloro."
5746,['tom'],So Tom was stumped.,Tom lúng túng chẳng biết nói gì.,Tom köşeye sıkışmıştı.,Así que Tom no sabía qué hacer.
5747,,"But he studied it over, and then said Jim would have to worry along the best he could with an onion.","Nhưng sau một hồi suy nghĩ, nó bảo Jim lấy củ hành bôi vào mắt để có nước mắt.",Ama biraz düşündükten sonra Jim’in bir soğan keserek gözlerini yaşartmak için elinden geleni yapması gerektiğini söyledi.,Pero lo pensó y dijo que Jim tendría que llorar todo lo que pudiera con una cebolla.
5750,,"So Jim he was sorry, and said he wouldn’t behave so no more, and then me and Tom shoved for bed.","Nghe vậy, Jim hối hận và từ nay Jim sẽ không cư xử như vậy nữa. Sau đó, tôi và Tom trở về phòng đi ngủ.","Jim söylediklerinden pişman oldu, bir daha böyle davranmayacağına söz verdi, biz de çıkıp yatmaya gittik.","Así que Jim dijo que lo sentía y que no volvería a portarse igual, y después Tom y yo nos fuimos a la cama."
5751,,CHAPTER XXXIX.,Chương XXXIX,Otuz Dokuzuncu Bölüm,Capítulo 39
5752,,"In the morning we went up to the village and bought a wire rat-trap and fetched it down, and unstopped the best rat-hole, and in about an hour we had fifteen of the bulliest kind of ones; and then we took it and put it in a safe place under Aunt Sally’s bed.","Buổi sáng hôm sau, chúng tôi vào làng mua một cái bẫy chuột rồi đem xuống nhà. Chỉ trong độ một giờ, chúng tôi đã bắt được tới mười lăm con to bự. Rồi chúng tôi đem cất cẩn thận ở dưới gầm giường dì Saly.","Sabahleyin köye gidip tel kafes şeklinde bir fare kapanı aldık, tıkadığımız fare deliklerinden en iyisini tekrar açtık ve yaklaşık bir saatte en irilerinden on beş tane fare yakaladık; sonra da kafesi alıp güvenli diye Sally Teyze’nin yatağının altına sakladık.","POR LA MAÑANA fuimos al pueblo, compramos una ratonera de alambre, la llevamos a casa y destapamos el mejor de los agujeros de las ratas, y al cabo de una media hora ya habíamos metido en la ratonera quince de las mejores; después la agarramos y la pusimos a salvo debajo de la cama de tía Sally."
5755,,I never see a likelier lot of rats than what that first haul was.,Dì lấy roi đánh hai đứa chúng tôi một trận.,İlk sefer yakaladıklarımız kadar yağız fareleri bir arada hiç görmemiştim daha önce.,En mi vida he visto un grupo de ratas mejor que el de aquel primer cargamento.
5756,,"We got a splendid stock of sorted spiders, and bugs, and frogs, and caterpillars, and one thing or another; and we like to got a hornet’s nest, but we didn’t.","Chúng tôi bắt được một lũ nhện, rệp, ếch nhái, sâu bọ, chúng tôi còn muốn lấy cả tổ ong bầu vẽ, nhưng không thành công.","Görkemli bir örümcek, böcek, kurbağa, tırtıl ve benzeri şeyler yığınağımız oldu; ayrıca bir de arı kovanı bulmak aklımıza geldi ama bunu yapamadık.","Conseguimos una variedad espléndida de arañas, escarabajos, ranas y orugas, entre una cosa y otra, y casi nos llevamos un nido de avispas, pero no lo conseguimos."
5757,,The family was at home.,Cả gia đình ong còn đang ở trong tổ.,Arı ailesi tam tekmil evdeydi.,La familia estaba en casa.
5759,,"Then we got allycumpain and rubbed on the places, and was pretty near all right again, but couldn’t set down convenient.","Nhưng ngược lại, chúng tôi bỏ đi tìm rắn, bắt được vái chục con rắn cỏ, bỏ vào một cái bị rồi đem về buồng.","Gidip soktukları yerlere andız tozu sürdük, biraz rahatlamıştık ama bir süre popomuzun üstüne pek rahat oturamadık.","Entonces nos fuimos a poner una pomada en las picaduras y casi volvimos a quedar bien, aunque no podíamos sentarnos a gusto."
5760,,"And so we went for the snakes, and grabbed a couple of dozen garters and house-snakes, and put them in a bag, and put it in our room, and by that time it was supper-time, and a rattling good honest day’s work: and hungry?—oh, no, I reckon not!","Nhưng ngược lại, chúng tôi bỏ đi tìm rắn, bắt được vái chục con rắn cỏ, bỏ vào một cái bị rồi đem về buồng.","Ardından yılan avına çıktık, birkaç düzine küçük yılan yakalayıp bir çuvala koyduk, sonra çuvalı da odamıza sakladık; bu sırada akşam yemeği vakti gelmişti, gün boyu alnımızın teriyle çalışmış ve kurt gibi acıkmıştık.","Luego salimos a buscar las serpientes y agarramos un par de docenas de serpientes de agua y de serpientes domésticas y las pusimos en un saco en nuestra habitación, con lo que dio la hora de la cena después de un día entero de trabajo; ¿que si teníamos hambre? ¡No, naturalmente que no!"
5761,,"And there warn’t a blessed snake up there when we went back—we didn’t half tie the sack, and they worked out somehow, and left.","Nhưng ngược lại, chúng tôi bỏ đi tìm rắn, bắt được vái chục con rắn cỏ, bỏ vào một cái bị rồi đem về buồng.",Ama geri döndüğümüzde odada bir tane bile yılan bulamadık – çuvalın ağzını gevşek bırakmıştık ve yılanlar da bir yolunu bulup çıkmıştı.,Cuando volvimos no quedaba ni una maldita serpiente; no habíamos atado bien el saco y no sé cómo habían encontrado la salida y se habían ido.
5763,,So we judged we could get some of them again.,Vừa lúc ấy đền giờ ăn cơm tối.,Bazılarını tekrar yakalayabileceğimizi düşündük.,Así que pensamos que ya las volveríamos a encontrar.
5764,,"No, there warn’t no real scarcity of snakes about the house for a considerable spell.",Nhưng cái bị không buộc chặt ở trên miệng thành ra rắn bò đi hết.,Bir süre boyunca evin içinde yılanlar hiç eksik olmadı.,"No, durante muchos días no escasearon las serpientes en aquella casa."
